0,2
0,5
0,22
0,28
0,42
0,80
1,2
1,3
1,4
1,5
1,6
1,11
1,12
1,16
1,40
1,43
1,51
1,57
1,59
1,65
1,90
2,0
2,1
2,3
2,4
2,8
2,19
2,20
2,25
2,27
2,28
2,40
2,89
3,1
3,2
3,7
3,8
3,9
3,12
3,17
3,24
3,44
3,45
3,56
3,61
3,68
3,79
4,1
4,2
4,53
5,0
5,1
5,6
5,7
5,14
5,22
5,23
5,36
5,37
5,91
5,98
6,1
6,5
6,9
6,10
6,17
6,18
6,32
6,34
6,35
6,41
6,51
6,60
6,67
6,76
6,77
6,99
7,3
7,5
7,10
7,11
7,13
7,15
7,29
7,36
7,44
7,46
7,68
7,69
7,78
8,2
8,3
8,19
8,24
8,26
8,39
8,61
9,3
9,6
9,16
9,18
9,63
9,81
10,6
10,7
10,14
10,21
10,37
11,1
11,7
11,13
11,20
11,23
11,27
11,90
12,1
12,3
12,31
12,59
13,11
13,7
13,15
13,29
13,47
13,54
13,69
13,71
14,10
14,5
14,21
14,34
14,35
14,96
15,13
15,7
15,32
15,81
16,9
16,1
16,38
16,65
17,3
17,6
17,26
17,30
17,42
17,53
17,57
17,74
17,84
18,9
18,6
18,66
19,8
19,2
19,30
20,2
20,11
20,25
21,10
21,14
21,55
21,82
21,85
22,0
22,5
22,33
22,45
22,62
22,83
23,11
23,5
23,33
23,41
23,66
23,83
23,95
24,8
24,3
25,2
25,20
25,71
26,8
26,17
27,2
27,11
27,39
28,0
28,2
29,13
29,7
29,47
29,92
30,17
30,19
30,31
31,12
31,30
31,52
32,6
32,15
32,49
32,73
32,89
33,22
33,23
34,14
34,6
34,46
34,52
34,54
34,60
34,91
35,6
35,14
35,67
36,5
36,7
37,10
37,5
37,38
37,48
37,55
37,56
37,58
37,72
37,87
37,94
37,99
38,16
38,37
38,43
38,48
38,50
38,72
38,74
38,78
38,82
39,8
39,27
39,64
39,76
40,1
40,2
40,49
40,63
40,70
40,87
41,6
41,23
42,0
42,17
43,1
43,38
44,3
44,7
44,58
45,3
45,22
45,50
45,75
46,34
46,7
46,64
47,13
47,29
48,37
48,38
49,32
49,40
49,77
49,79
49,80
49,86
49,88
50,45
50,38
51,1
51,6
52,34
52,31
52,93
53,17
53,4
53,62
54,34
54,13
54,92
54,93
55,21
55,37
56,3
56,37
57,17
57,1
58,44
58,37
59,1
59,12
60,34
60,6
61,8
61,3
61,88
62,53
62,22
62,73
62,86
63,40
63,9
63,70
63,75
64,46
64,39
65,16
65,1
66,18
66,23
67,35
67,6
68,3
68,7
69,13
69,7
70,40
70,63
71,25
71,13
71,95
72,37
72,38
73,32
73,62
74,17
74,38
74,94
75,45
75,63
76,6
76,39
76,84
77,49
77,6
78,38
78,7
79,49
79,3
80,0
80,49
81,9
81,15
81,96
82,21
82,38
83,22
83,23
84,17
84,76
84,85
84,97
85,84
85,21
86,49
86,62
87,40
87,37
88,49
88,61
89,32
89,2
89,98
90,1
90,11
91,34
91,5
92,29
92,54
93,52
93,54
94,74
94,37
94,97
95,23
95,71
96,81
96,14
97,84
97,94
98,89
98,5
99,37
99,6
