0,44,74,8
1,47,15,5
2,13,67,13
3,22,0,9
4,26,50,13
5,93,98,14
6,49,64,12
7,67,20,7
8,98,60,12
9,40,89,15
10,8,29,15
11,83,29,4
12,45,87,3
13,56,82,11
14,39,92,12
15,23,75,12
16,40,4,9
17,14,29,3
18,84,52,14
19,64,79,14
20,41,94,9
21,37,42,4
22,34,73,5
23,56,76,15
24,9,53,9
25,49,83,7
26,78,4,11
27,39,49,7
28,4,87,13
29,84,59,12
30,55,43,6
31,79,93,12
32,37,76,2
33,56,25,5
34,17,75,16
35,53,20,12
36,55,89,5
37,60,6,6
38,61,92,8
39,0,6,11
40,44,22,15
41,86,68,16
42,35,50,2
43,65,17,4
44,45,32,10
45,60,49,9
46,52,81,12
47,74,48,5
48,87,86,2
49,56,94,4
50,60,23,12
51,78,43,15
52,28,81,9
53,89,25,2
54,43,95,6
55,20,76,13
56,48,93,14
57,51,11,16
58,90,86,14
59,0,12,3
60,7,53,14
61,83,79,3
62,24,29,16
63,79,49,10
64,89,99,9
65,36,99,11
66,17,75,9
67,21,42,11
68,71,18,3
69,26,3,13
70,57,42,13
71,0,96,5
72,34,8,16
73,91,89,11
74,15,25,16
75,78,48,4
76,90,10,4
77,97,20,2
78,65,34,9
79,19,24,4
80,47,69,9
81,84,20,15
82,48,28,14
83,47,36,16
84,95,74,6
85,24,96,15
86,11,72,3
87,88,25,11
88,19,54,8
89,60,74,3
90,50,8,5
91,28,46,14
92,66,34,5
93,66,73,12
94,34,37,9
95,73,7,9
96,16,90,5
97,98,96,13
98,21,56,9
99,61,20,5
100,87,25,15
101,59,36,15
102,44,80,12
103,65,12,4
104,41,23,5
105,46,90,8
106,44,5,14
107,83,0,7
108,60,56,5
109,89,1,10
110,8,7,14
111,15,88,4
112,68,49,2
113,53,42,12
114,8,44,14
115,47,12,14
116,7,90,12
117,71,63,11
118,94,33,8
119,87,25,8
120,64,82,2
121,70,28,14
122,58,83,9
123,77,90,8
124,36,42,4
125,90,56,9
126,93,73,16
127,96,99,4
128,48,17,8
129,97,56,15
130,85,92,4
131,93,60,10
132,70,55,2
133,43,41,14
134,25,15,8
135,45,26,3
136,35,13,5
137,5,32,3
138,61,69,4
139,45,10,9
140,57,72,7
141,33,31,11
142,80,1,16
143,14,7,2
144,8,98,2
145,36,35,11
146,66,67,12
147,99,52,11
148,11,46,14
149,87,94,8
150,20,0,3
151,54,24,11
152,93,34,13
153,1,88,6
154,67,25,9
155,11,94,5
156,76,85,9
157,28,68,11
158,52,58,2
159,39,12,3
160,55,52,5
161,90,32,3
162,32,76,3
163,48,96,4
164,71,81,11
165,97,3,14
166,50,90,16
167,5,42,13
168,41,13,16
169,70,31,2
170,47,75,15
171,69,88,10
172,70,58,4
173,82,18,7
174,25,41,6
175,3,4,12
176,53,58,13
177,22,86,15
178,64,45,15
179,47,9,4
180,76,93,9
181,54,87,2
182,82,16,14
183,89,76,11
184,88,65,13
185,6,15,15
186,41,78,8
187,75,22,4
188,59,55,11
189,62,28,15
190,34,14,10
191,53,84,8
192,0,40,13
193,55,88,3
194,85,27,6
195,24,66,13
196,6,59,2
197,2,1,10
198,80,77,11
199,12,97,5
200,84,67,11
201,97,56,3
202,83,11,9
203,74,58,2
204,28,71,9
205,5,43,2
206,32,21,7
207,39,30,5
208,50,38,13
209,4,2,4
210,70,39,7
211,35,48,13
212,33,3,9
213,20,19,5
214,49,52,10
215,72,21,2
216,55,21,9
217,59,15,6
218,30,36,4
219,94,49,12
220,54,7,15
221,80,91,12
222,97,52,10
223,82,32,2
224,10,53,13
225,84,36,15
226,2,99,3
227,78,27,11
228,43,27,10
229,84,49,8
230,27,73,6
231,81,73,12
